TeamId,TeamName,SubmissionDate,Score
52247,uniflow,"2013-07-12 06:08:38",0.77990
53481,gg_nitin,"2013-07-18 12:36:08",0.68421
53481,gg_nitin,"2013-07-19 09:28:19",0.77033
51885,"Garret Vo","2013-07-21 21:12:00",0.69378
54313,smota,"2013-07-30 17:48:50",0.77512
54313,smota,"2013-07-30 17:52:38",0.79426
54313,smota,"2013-07-31 07:47:29",0.79904
54401,"Tom Burke","2013-07-31 19:27:17",0.42584
54401,"Tom Burke","2013-07-31 19:54:41",0.57416
54401,"Tom Burke","2013-07-31 22:25:04",0.73684
54401,"Tom Burke","2013-08-05 01:32:58",0.94737
54313,smota,"2013-08-05 23:22:00",0.80383
54766,"Oleksandr Lysenko","2013-08-07 09:52:43",0.75120
54766,"Oleksandr Lysenko","2013-08-07 10:47:21",0.77033
54766,"Oleksandr Lysenko","2013-08-07 13:14:15",0.77990
31750,statIsFun,"2013-08-07 21:06:07",0.78469
55007,Jonx,"2013-08-11 00:26:58",0.62679
55007,Jonx,"2013-08-11 04:58:20",0.76555
55007,Jonx,"2013-08-12 21:19:07",0.77990
55288,"a running pudge","2013-08-15 08:41:24",0.74641
55288,"a running pudge","2013-08-15 09:29:37",0.77512
55366,datalligence,"2013-08-16 02:52:44",0.78469
55317,honeybadger,"2013-08-18 22:41:57",0.73684
55317,honeybadger,"2013-08-18 23:18:20",0.76555
55317,honeybadger,"2013-08-19 20:15:07",0.77033
55317,honeybadger,"2013-08-19 21:43:29",0.77990
52247,uniflow,"2013-09-01 20:51:25",0.79904
57457,mgiusto,"2013-09-08 23:32:13",0.65550
54766,"Oleksandr Lysenko","2013-09-09 13:15:31",0.78947
57457,mgiusto,"2013-09-11 07:38:31",0.78469
57887,kickaha,"2013-09-12 18:16:41",0.78469
54766,"Oleksandr Lysenko","2013-09-14 11:16:32",0.79426
58696,nflove,"2013-09-19 22:28:22",0.77990
46025,dennis_szsy,"2013-09-28 14:21:29",0.77990
55288,"a running pudge","2013-10-02 09:05:23",0.80383
60795,"Max Moacanin","2013-10-08 07:23:07",0.77990
60892,"Ronald Smith","2013-10-09 00:33:30",0.78469
61360,Nuno,"2013-10-13 18:38:33",0.77990
61697,"Chrispher Guan","2013-10-16 05:42:20",0.74163
60795,"Max Moacanin","2013-10-21 07:01:39",0.78947
63721,"Lyndon Ollar","2013-11-03 09:25:20",0.76555
64378,"Dan Blanchard","2013-11-08 04:40:44",0.00000
64378,"Dan Blanchard","2013-11-08 04:43:47",0.74641
55366,datalligence,"2013-11-08 16:49:40",0.79904
64378,"Dan Blanchard","2013-11-09 02:46:33",0.75598
64983,"Anuj Saxena","2013-11-13 07:00:11",0.77512
24897,cesar,"2013-11-14 11:50:35",0.76077
24897,cesar,"2013-11-14 11:56:35",0.77033
65403,"Aravind Subramanian","2013-11-16 12:34:53",0.74641
65964,dataData,"2013-11-20 00:01:14",0.76555
65994,TeamKafai,"2013-11-20 21:17:34",0.72727
65994,TeamKafai,"2013-11-20 21:30:16",0.73206
65994,TeamKafai,"2013-11-20 22:00:12",0.76555
65964,dataData,"2013-11-21 17:53:14",0.77033
66322,"Jose Antonio M M","2013-11-22 19:28:27",0.74641
66322,"Jose Antonio M M","2013-11-22 19:31:05",0.76555
65964,dataData,"2013-11-23 01:02:14",0.77990
65964,dataData,"2013-11-23 01:08:01",0.78947
66691,"Sagar Meisheri","2013-11-25 21:17:48",0.77033
66720,"Stan Valchek","2013-11-26 01:32:16",0.74163
67079,raesve,"2013-11-27 23:49:31",0.75120
67280,sasalu,"2013-11-29 13:37:55",0.77512
66691,"Sagar Meisheri","2013-11-29 22:13:34",0.78469
66691,"Sagar Meisheri","2013-11-30 00:24:39",0.80861
69164,董超.py,"2013-12-14 16:14:10",0.76555
69154,Yannick,"2013-12-14 16:15:18",0.76555
69154,Yannick,"2013-12-14 17:22:22",0.77990
64983,"Anuj Saxena","2013-12-21 01:49:24",0.79426
64983,"Anuj Saxena","2013-12-21 01:52:19",0.80383
69849,"Hana Kysela","2013-12-22 12:10:57",0.77990
64983,"Anuj Saxena","2013-12-24 20:39:35",0.82297
69164,董超.py,"2013-12-25 07:34:26",0.78947
70187,"Lukas Stöcklin","2013-12-26 16:57:09",0.76555
69805,"Prashanth 2","2013-12-27 12:45:30",0.77512
70187,"Lukas Stöcklin","2013-12-27 16:33:24",0.77990
70297,Bala,"2013-12-27 18:24:02",0.75598
70297,Bala,"2013-12-28 15:26:54",0.77990
69805,"Prashanth 2","2013-12-29 08:26:58",0.78469
69805,"Prashanth 2","2013-12-29 08:29:33",0.78947
68719,Randomax,"2013-12-30 12:47:53",0.75120
68719,Randomax,"2013-12-30 13:19:26",0.76077
69805,"Prashanth 2","2014-01-06 13:22:52",0.85167
71080,"Sean L","2014-01-07 02:16:03",0.76555
31750,statIsFun,"2014-01-07 03:57:50",0.78947
31750,statIsFun,"2014-01-08 04:05:39",0.80383
71515,"Yen-Ying Lee","2014-01-12 10:08:49",0.76555
71515,"Yen-Ying Lee","2014-01-12 13:38:41",0.77990
71515,"Yen-Ying Lee","2014-01-12 14:27:09",0.78469
71788,"Elena Cuoco","2014-01-15 11:00:23",0.76077
71788,"Elena Cuoco","2014-01-15 13:25:49",0.76555
71515,"Yen-Ying Lee","2014-01-16 14:45:29",0.79426
71930,DSCrushers,"2014-01-16 17:34:25",0.76555
71966,"Gabriel Schwartz","2014-01-16 23:16:41",0.76555
71966,"Gabriel Schwartz","2014-01-16 23:31:33",0.77033
71991,DataStunner,"2014-01-17 12:50:21",0.28708
71991,DataStunner,"2014-01-17 13:04:50",0.77990
71515,"Yen-Ying Lee","2014-01-18 11:12:31",0.80383
72099,Prestige,"2014-01-18 12:16:58",0.66507
71515,"Yen-Ying Lee","2014-01-19 09:08:24",0.80861
71515,"Yen-Ying Lee","2014-01-19 09:17:42",0.81340
71991,DataStunner,"2014-01-22 05:43:00",0.79426
71991,DataStunner,"2014-01-22 07:13:31",0.79904
72556,"kunal bhowmick","2014-01-22 07:43:05",0.76555
72743,"Matthijs van Dorth","2014-01-23 22:21:03",0.62679
72743,"Matthijs van Dorth","2014-01-23 22:26:59",0.76555
72743,"Matthijs van Dorth","2014-01-23 22:39:57",0.77990
72743,"Matthijs van Dorth","2014-01-23 22:53:12",0.78469
72743,"Matthijs van Dorth","2014-01-24 00:00:44",0.81340
71991,DataStunner,"2014-01-24 06:35:48",0.80861
71991,DataStunner,"2014-01-24 06:59:43",0.81340
72862,RAGHU,"2014-01-25 06:36:43",0.76555
73809,newgamer,"2014-01-25 16:26:10",0.76555
71025,"Yunseong Hwang at UNIST","2014-01-25 23:41:28",0.76555
73845,rsfern,"2014-01-25 23:50:51",0.79426
71991,DataStunner,"2014-01-27 13:53:23",0.81818
71991,DataStunner,"2014-01-28 11:12:01",0.82297
69896,Peemblis,"2014-01-30 02:26:30",0.76077
69896,Peemblis,"2014-01-30 03:13:53",0.76555
69896,Peemblis,"2014-01-31 00:12:39",0.77033
69896,Peemblis,"2014-01-31 00:14:01",0.79426
74367,"Veerasak Kritsanapraphan","2014-01-31 04:26:37",0.79426
71025,"Yunseong Hwang at UNIST","2014-02-02 11:13:55",0.77033
71025,"Yunseong Hwang at UNIST","2014-02-02 12:41:43",0.81818
71966,"Gabriel Schwartz","2014-02-04 23:16:36",0.78469
71025,"Yunseong Hwang at UNIST","2014-02-05 06:45:09",0.82297
75113,Jim932,"2014-02-05 22:28:12",0.81340
75485,"Vedran Grcic","2014-02-08 22:09:44",0.62679
75485,"Vedran Grcic","2014-02-08 22:23:03",0.76555
75485,"Vedran Grcic","2014-02-08 22:51:25",0.78469
75485,"Vedran Grcic","2014-02-08 23:28:07",0.79904
75534,"Bill Jeffries","2014-02-09 15:30:39",0.75120
65964,dataData,"2014-02-10 19:27:05",0.79426
76233,Gaëlle,"2014-02-14 13:00:29",0.78469
77019,Anouilh,"2014-02-15 14:56:21",0.75598
77230,kosta_pal,"2014-02-17 16:13:20",0.62679
77230,kosta_pal,"2014-02-17 16:44:46",0.76555
65964,dataData,"2014-02-17 21:27:25",0.80383
65964,dataData,"2014-02-18 00:16:22",0.81340
77448,"Yuri Bulavin","2014-02-18 22:06:31",0.62679
77448,"Yuri Bulavin","2014-02-20 21:56:28",0.74163
77448,"Yuri Bulavin","2014-02-20 22:00:21",0.75120
77448,"Yuri Bulavin","2014-02-20 22:18:52",0.79904
77448,"Yuri Bulavin","2014-02-21 18:29:46",0.80861
77942,"Mark Conway","2014-02-21 22:01:49",0.76555
77942,"Mark Conway","2014-02-21 22:24:11",0.81340
77230,kosta_pal,"2014-02-22 11:57:13",0.78469
65964,dataData,"2014-02-24 18:33:56",0.81818
61697,"Chrispher Guan","2014-02-27 01:58:07",0.75598
61697,"Chrispher Guan","2014-02-27 02:03:24",0.76077
61697,"Chrispher Guan","2014-02-27 05:19:46",0.76555
61697,"Chrispher Guan","2014-02-28 02:23:33",0.77512
55288,"a running pudge","2014-03-01 18:16:28",0.81818
79915,Quantium_BV,"2014-03-06 01:37:59",0.76555
80255,"Pablo Maldonado","2014-03-08 11:44:20",0.64593
80610,hyperhellboy,"2014-03-10 11:45:46",0.75120
80255,"Pablo Maldonado","2014-03-10 16:08:26",0.74163
71930,DSCrushers,"2014-03-13 04:58:13",0.78947
81951,"Dunk Chawannut","2014-03-17 16:52:29",0.67464
71930,DSCrushers,"2014-03-17 22:28:20",0.79426
71930,DSCrushers,"2014-03-18 02:26:20",0.81340
79915,Quantium_BV,"2014-03-18 23:31:31",0.77990
79915,Quantium_BV,"2014-03-19 05:07:57",0.78947
83166,"Krishna Sankar","2014-03-23 20:07:41",0.23445
83166,"Krishna Sankar","2014-03-23 20:19:23",0.76555
79915,Quantium_BV,"2014-03-24 06:37:17",0.79904
69896,Peemblis,"2014-03-25 02:02:42",0.80383
79915,Quantium_BV,"2014-03-25 08:32:25",0.80383
83436,AshishKr,"2014-03-25 17:26:15",0.76555
83436,AshishKr,"2014-03-25 18:24:19",0.77990
79915,Quantium_BV,"2014-03-31 00:02:40",0.80861
79915,Quantium_BV,"2014-04-01 06:35:06",0.81818
88145,"Global Data Jammers","2014-04-01 18:22:01",0.62679
85740,"Pete Kelly","2014-04-04 11:17:12",0.76555
85740,"Pete Kelly","2014-04-04 13:55:12",0.77990
67079,raesve,"2014-04-05 19:57:00",0.76077
67079,raesve,"2014-04-05 20:48:39",0.76555
67079,raesve,"2014-04-05 21:27:18",0.77990
67079,raesve,"2014-04-06 19:53:51",0.80383
67079,raesve,"2014-04-06 20:59:44",0.80861
86557,MLMartin,"2014-04-09 15:18:22",0.74641
67079,raesve,"2014-04-09 17:22:43",0.81340
83166,"Krishna Sankar","2014-04-09 18:15:20",0.77033
67079,raesve,"2014-04-10 16:47:07",0.82297
24897,cesar,"2014-04-11 09:15:05",0.77512
79915,Quantium_BV,"2014-04-13 08:58:54",0.82297
79915,Quantium_BV,"2014-04-15 01:45:45",0.82775
79915,Quantium_BV,"2014-04-16 07:26:43",0.83732
88012,AMKiller,"2014-04-16 10:52:23",0.76077
88970,cdish,"2014-04-20 05:32:57",0.76555
49990,"Stefano Romano","2014-04-20 08:55:33",0.77033
89989,Anupam,"2014-04-24 10:07:59",0.76555
89989,Anupam,"2014-04-24 14:27:55",0.77990
90051,"Fabio Gabriel","2014-04-24 15:05:05",0.78469
89989,Anupam,"2014-04-25 09:35:03",0.78469
90406,Lateralitic,"2014-04-26 12:46:19",0.76555
90406,Lateralitic,"2014-04-26 13:01:34",0.77990
90406,Lateralitic,"2014-04-26 13:19:47",0.78469
90406,Lateralitic,"2014-04-26 14:14:01",0.79426
89989,Anupam,"2014-04-26 14:57:58",0.79426
90406,Lateralitic,"2014-04-26 15:42:27",0.80861
90622,"suvajit sen","2014-04-27 16:22:57",0.74163
90603,"Yeyun Chen","2014-04-27 16:37:27",0.76077
90837,_tejas,"2014-04-28 15:54:43",0.76555
79915,Quantium_BV,"2014-04-28 21:41:34",0.84211
91101,jonooo,"2014-04-29 18:08:55",0.71770
91101,jonooo,"2014-04-29 22:15:34",0.73206
91101,jonooo,"2014-04-30 00:25:28",0.74163
91101,jonooo,"2014-04-30 01:02:15",0.74641
91101,jonooo,"2014-04-30 22:07:24",0.77512
90622,"suvajit sen","2014-05-01 07:26:09",0.74641
91135,"Jeremiah Gaw","2014-05-01 22:08:10",0.74163
89989,Anupam,"2014-05-02 07:22:41",0.81340
92876,"Army of Darkness","2014-05-05 00:24:44",0.76555
92852,"William McDonald","2014-05-05 23:39:06",0.77033
91101,jonooo,"2014-05-06 00:18:41",0.78469
91101,jonooo,"2014-05-06 00:30:43",0.78947
92852,"William McDonald","2014-05-06 00:56:59",0.77512
93265,peeps,"2014-05-06 13:57:54",0.77990
93265,peeps,"2014-05-06 14:21:09",0.78469
93710,MarkRijckenberg,"2014-05-09 17:19:20",0.65550
93710,MarkRijckenberg,"2014-05-09 17:22:52",0.69856
93710,MarkRijckenberg,"2014-05-09 17:33:42",0.74641
93710,MarkRijckenberg,"2014-05-09 17:40:25",0.76555
94282,"Tony Cutaia","2014-05-13 20:05:16",0.55024
94282,"Tony Cutaia","2014-05-13 21:27:32",0.76077
94309,Shailaja,"2014-05-13 22:38:58",0.71770
94679,"Oliver Villanueva","2014-05-16 00:02:11",0.76077
95057,rossi,"2014-05-18 13:10:19",0.75120
94679,"Oliver Villanueva","2014-05-18 22:32:44",0.77512
94679,"Oliver Villanueva","2014-05-19 00:04:55",0.79904
95057,rossi,"2014-05-19 12:10:42",0.77033
94282,"Tony Cutaia","2014-05-19 17:01:09",0.78469
94282,"Tony Cutaia","2014-05-20 04:24:08",0.80861
95057,rossi,"2014-05-20 08:01:49",0.77990
95057,rossi,"2014-05-20 08:58:28",0.78469
94282,"Tony Cutaia","2014-05-20 13:14:58",0.81818
94679,"Oliver Villanueva","2014-05-20 18:27:33",0.80383
94679,"Oliver Villanueva","2014-05-20 18:31:08",0.80861
95693,"Kelly Wiseman","2014-05-21 04:25:39",0.72727
95693,"Kelly Wiseman","2014-05-21 04:37:45",0.75598
95693,"Kelly Wiseman","2014-05-21 06:13:25",0.77033
95828,ssi_cb,"2014-05-21 15:51:40",0.62679
95828,ssi_cb,"2014-05-21 15:57:33",0.76555
95828,ssi_cb,"2014-05-21 16:14:03",0.77990
95828,ssi_cb,"2014-05-21 16:29:42",0.78469
95828,ssi_cb,"2014-05-22 04:47:21",0.79426
95828,ssi_cb,"2014-05-22 04:52:31",0.80383
95828,ssi_cb,"2014-05-22 05:23:03",0.81340
95693,"Kelly Wiseman","2014-05-22 06:26:18",0.77512
95828,ssi_cb,"2014-05-22 14:27:04",0.81818
36278,GoDevils,"2014-05-23 04:55:29",0.79426
36278,GoDevils,"2014-05-24 22:42:09",0.81340
90837,_tejas,"2014-05-25 19:35:30",0.78469
96677,Choude,"2014-05-26 07:19:03",0.77990
96677,Choude,"2014-05-26 18:05:43",0.78469
97263,"Clemi A","2014-05-29 21:03:51",0.73684
97263,"Clemi A","2014-05-29 21:41:36",0.77033
97263,"Clemi A","2014-05-29 22:08:04",0.80383
97263,"Clemi A","2014-05-30 20:34:34",0.80861
88145,"Global Data Jammers","2014-05-31 15:57:27",0.76555
88145,"Global Data Jammers","2014-05-31 16:18:50",0.77990
88145,"Global Data Jammers","2014-06-01 09:35:13",0.78469
88145,"Global Data Jammers","2014-06-01 10:26:01",0.79426
98865,"R Ajay Kumar","2014-06-03 15:27:22",0.72249
98896,"IC MC JAMAL","2014-06-03 19:38:44",0.76555
98865,"R Ajay Kumar","2014-06-04 04:53:00",0.74641
98865,"R Ajay Kumar","2014-06-04 06:41:10",0.77990
99173,"CJ Hu","2014-06-05 11:25:21",0.51675
99173,"CJ Hu","2014-06-05 13:30:03",0.75120
99292,"Caleb South","2014-06-06 03:08:14",0.76555
79253,Li-Lu,"2014-06-07 13:32:29",0.77512
79253,Li-Lu,"2014-06-07 17:43:49",0.77990
79253,Li-Lu,"2014-06-07 18:01:28",0.78469
79253,Li-Lu,"2014-06-07 18:58:01",0.79426
79253,Li-Lu,"2014-06-07 19:53:17",0.81340
90622,"suvajit sen","2014-06-08 16:34:46",0.77990
99292,"Caleb South","2014-06-10 23:25:09",0.77990
95693,"Kelly Wiseman","2014-06-11 02:57:45",0.77990
100210,"Alexander Sutherland","2014-06-12 06:03:17",0.76077
100810,"Orlando Castillo","2014-06-16 06:25:03",0.76555
60878,"Jeff Moser","2014-06-16 16:11:29",0.76555
60878,"Jeff Moser","2014-06-16 16:44:13",0.78947
83436,AshishKr,"2014-06-17 10:23:09",0.80383
102216,"Wilmer Andres Daza Gomez","2014-06-19 13:13:12",0.62679
102892,"Akim Boyko","2014-06-23 17:57:31",0.62679
102892,"Akim Boyko","2014-06-24 19:45:59",0.79904
103400,foolszany,"2014-06-26 14:34:58",0.62679
103400,foolszany,"2014-06-26 14:45:29",0.76555
103400,foolszany,"2014-06-26 15:53:42",0.77990
103400,foolszany,"2014-06-26 16:24:01",0.78469
102892,"Akim Boyko","2014-06-26 21:59:02",0.80383
99896,"Ivan Myakishev","2014-06-27 07:12:45",0.78947
103400,foolszany,"2014-06-27 19:57:39",0.81340
103647,alfa2plus,"2014-06-28 00:28:56",0.69378
103819,"Jérôme Renaux","2014-06-29 16:40:20",0.00000
103819,"Jérôme Renaux","2014-06-29 16:46:17",0.73684
103819,"Jérôme Renaux","2014-06-29 19:01:22",0.74163
103819,"Jérôme Renaux","2014-06-29 19:08:44",0.75120
103860,"Andrew Pacey","2014-06-30 01:29:13",0.76555
103862,AnneOnymous,"2014-06-30 01:33:28",0.74641
103862,AnneOnymous,"2014-06-30 02:11:39",0.76555
103890,"Narcisa Maria Pantilimon","2014-06-30 08:09:48",0.62679
103890,"Narcisa Maria Pantilimon","2014-06-30 08:18:22",0.76555
103890,"Narcisa Maria Pantilimon","2014-06-30 08:43:11",0.77990
103890,"Narcisa Maria Pantilimon","2014-06-30 09:08:58",0.78469
103890,"Narcisa Maria Pantilimon","2014-06-30 11:44:55",0.79426
103890,"Narcisa Maria Pantilimon","2014-06-30 12:48:43",0.80861
103890,"Narcisa Maria Pantilimon","2014-06-30 13:35:42",0.81340
103890,"Narcisa Maria Pantilimon","2014-06-30 14:10:53",0.82297
63721,"Lyndon Ollar","2014-06-30 17:14:04",0.79426
104043,"Ermin Zvizdic","2014-07-03 17:33:49",0.62201
104043,"Ermin Zvizdic","2014-07-03 18:50:37",0.77033
104417,"Xu Wang","2014-07-04 18:14:25",0.76077
103819,"Jérôme Renaux","2014-07-04 22:32:03",0.76555
103647,alfa2plus,"2014-07-06 16:33:40",0.73684
104417,"Xu Wang","2014-07-06 18:33:19",0.77033
104735,"Michael Leung","2014-07-07 19:52:11",0.62679
104735,"Michael Leung","2014-07-07 19:59:44",0.76555
104735,"Michael Leung","2014-07-07 20:16:08",0.77990
104735,"Michael Leung","2014-07-07 20:30:12",0.78469
104735,"Michael Leung","2014-07-07 21:03:59",0.79426
103819,"Jérôme Renaux","2014-07-08 18:51:20",0.77512
103819,"Jérôme Renaux","2014-07-08 20:15:42",0.77990
103819,"Jérôme Renaux","2014-07-08 21:17:02",0.78947
105178,Kpap,"2014-07-10 09:33:40",0.62679
105170,lingybai,"2014-07-10 10:39:17",0.77033
105170,lingybai,"2014-07-10 11:45:44",0.77990
105347,vsurjaninov,"2014-07-11 13:04:06",0.72249
105347,vsurjaninov,"2014-07-11 13:09:14",0.72727
105347,vsurjaninov,"2014-07-11 15:36:16",0.73684
105178,Kpap,"2014-07-13 10:37:54",0.77990
105178,Kpap,"2014-07-13 11:35:09",0.78469
105610,"Patrick Howell","2014-07-14 02:56:52",0.76555
105610,"Patrick Howell","2014-07-14 03:30:39",0.77990
71788,"Elena Cuoco","2014-07-17 09:57:56",0.79426
106204,"Krish Y","2014-07-17 16:46:14",0.76555
106204,"Krish Y","2014-07-17 17:52:57",0.77990
106204,"Krish Y","2014-07-17 18:08:17",0.78469
103647,alfa2plus,"2014-07-18 03:31:15",0.76555
103647,alfa2plus,"2014-07-18 03:50:26",0.77033
106204,"Krish Y","2014-07-21 09:34:16",0.79426
106734,"Juyeong Colin Lee","2014-07-22 02:51:10",0.62679
106739,"Kim  Hyukgun","2014-07-22 03:33:00",0.62679
106739,"Kim  Hyukgun","2014-07-22 04:18:39",0.76555
106734,"Juyeong Colin Lee","2014-07-22 14:34:04",0.74641
106739,"Kim  Hyukgun","2014-07-23 00:36:03",0.77990
106739,"Kim  Hyukgun","2014-07-23 07:23:04",0.78469
106734,"Juyeong Colin Lee","2014-07-24 12:23:28",0.78469
106734,"Juyeong Colin Lee","2014-07-24 14:59:54",0.79426
106739,"Kim  Hyukgun","2014-07-25 06:59:26",0.79426
40411,Irene,"2014-07-27 09:56:09",0.78469
108617,KGFeMan,"2014-07-29 07:43:50",0.77512
108617,KGFeMan,"2014-07-29 12:58:33",0.78469
108775,"PS Analytics","2014-07-30 07:38:01",0.72727
108775,"PS Analytics","2014-07-30 08:18:42",0.76077
108825,hamelg,"2014-07-30 15:36:22",0.75598
108825,hamelg,"2014-07-30 16:37:20",0.76555
108825,hamelg,"2014-07-30 21:24:14",0.77033
108825,hamelg,"2014-07-30 21:52:50",0.77512
108775,"PS Analytics","2014-07-31 02:49:40",0.76555
108775,"PS Analytics","2014-07-31 03:19:37",0.77512
108775,"PS Analytics","2014-07-31 04:02:49",0.77990
108775,"PS Analytics","2014-07-31 06:34:21",0.78469
108775,"PS Analytics","2014-07-31 06:53:55",0.78947
108956,jdurvesh,"2014-07-31 11:44:45",0.76555
108956,jdurvesh,"2014-08-01 03:04:09",0.77512
109080,"Qiliang He","2014-08-01 04:55:00",0.00000
109080,"Qiliang He","2014-08-01 04:57:11",0.73206
109176,"Ryan Allen","2014-08-01 18:53:13",0.76555
109303,"Steve Burr","2014-08-02 16:21:43",0.78469
109325,ddrbcn,"2014-08-02 19:54:21",0.78469
108956,jdurvesh,"2014-08-03 07:33:59",0.79426
109303,"Steve Burr","2014-08-03 10:30:50",0.78947
106100,"Suresh Kumar","2014-08-04 11:18:53",0.77512
109708,Shankarmsy,"2014-08-05 06:02:27",0.62679
109708,Shankarmsy,"2014-08-05 06:21:26",0.76555
109708,Shankarmsy,"2014-08-05 06:39:15",0.77990
109708,Shankarmsy,"2014-08-05 07:16:40",0.78469
109708,Shankarmsy,"2014-08-06 01:24:46",0.80383
110856,"Manish Barnwal","2014-08-06 05:16:11",0.76555
110856,"Manish Barnwal","2014-08-06 06:35:07",0.77990
109708,Shankarmsy,"2014-08-06 07:07:42",0.80861
110884,maxWen,"2014-08-06 09:04:04",0.76555
110884,maxWen,"2014-08-06 09:18:00",0.77990
109628,xuyaocareer,"2014-08-06 20:31:18",0.77990
109708,Shankarmsy,"2014-08-06 22:35:41",0.81340
108825,hamelg,"2014-08-07 16:51:42",0.78469
109325,ddrbcn,"2014-08-07 19:09:34",0.79426
109325,ddrbcn,"2014-08-07 19:46:09",0.81340
108825,hamelg,"2014-08-08 15:05:15",0.79426
110751,Lali67,"2014-08-09 12:07:27",0.78469
111355,"Debanjan Banerjee","2014-08-10 13:31:24",0.62679
111355,"Debanjan Banerjee","2014-08-10 14:16:53",0.76555
111355,"Debanjan Banerjee","2014-08-10 14:32:58",0.77990
111488,"Owen Wardell","2014-08-10 15:15:56",0.76555
111482,"mandelbrot 2","2014-08-10 15:18:29",0.72249
111482,"mandelbrot 2","2014-08-10 15:25:23",0.76555
111482,"mandelbrot 2","2014-08-10 15:26:19",0.77990
110751,Lali67,"2014-08-10 17:00:55",0.78947
110751,Lali67,"2014-08-10 17:11:12",0.79904
111553,"Vineet Abraham","2014-08-10 21:59:11",0.62679
111553,"Vineet Abraham","2014-08-10 22:11:16",0.76555
111553,"Vineet Abraham","2014-08-10 22:39:40",0.77990
111540,nsonntag,"2014-08-11 05:42:02",0.76077
111592,"Pritimayee Patra","2014-08-11 05:45:24",0.62679
111540,nsonntag,"2014-08-11 05:45:41",0.77990
